scanner_folder,image_name,mean_residual,residual_image_path
Canon120-2\300,s2_91.tif,1.0401026884210296e-07,D:\Scanner_Source_Identification\Processed_Results\Canon120-2\300\residual_s2_91.tif
Canon120-2\300,s2_92.tif,1.0805581496242667e-07,D:\Scanner_Source_Identification\Processed_Results\Canon120-2\300\residual_s2_92.tif
Canon120-2\300,s2_93.tif,1.0017845397669589e-07,D:\Scanner_Source_Identification\Processed_Results\Canon120-2\300\residual_s2_93.tif
Canon120-2\300,s2_94.tif,1.009642573990277e-07,D:\Scanner_Source_Identification\Processed_Results\Canon120-2\300\residual_s2_94.tif
Canon120-2\300,s2_95.tif,1.0767507774289697e-07,D:\Scanner_Source_Identification\Processed_Results\Canon120-2\300\residual_s2_95.tif
Canon120-2\300,s2_96.tif,1.0726193977461662e-07,D:\Scanner_Source_Identification\Processed_Results\Canon120-2\300\residual_s2_96.tif
Canon120-2\300,s2_97.tif,1.037637957779225e-07,D:\Scanner_Source_Identification\Processed_Results\Canon120-2\300\residual_s2_97.tif
Canon120-2\300,s2_98.tif,9.708401194075122e-08,D:\Scanner_Source_Identification\Processed_Results\Canon120-2\300\residual_s2_98.tif
Canon120-2\300,s2_99.tif,9.424741165275918e-08,D:\Scanner_Source_Identification\Processed_Results\Canon120-2\300\residual_s2_99.tif
Canon220\150,s3_1.tif,1.0032351838162867e-07,D:\Scanner_Source_Identification\Processed_Results\Canon220\150\residual_s3_1.tif
Canon220\150,s3_10.tif,1.0405381090095034e-07,D:\Scanner_Source_Identification\Processed_Results\Canon220\150\residual_s3_10.tif
Canon220\150,s3_100.tif,1.0823521279235138e-07,D:\Scanner_Source_Identification\Processed_Results\Canon220\150\residual_s3_100.tif
Canon220\150,s3_11.tif,1.0351004675612785e-07,D:\Scanner_Source_Identification\Processed_Results\Canon220\150\residual_s3_11.tif
Canon220\150,s3_12.tif,1.0284520612913184e-07,D:\Scanner_Source_Identification\Processed_Results\Canon220\150\residual_s3_12.tif
Canon220\150,s3_13.tif,1.0349128842790378e-07,D:\Scanner_Source_Identification\Processed_Results\Canon220\150\residual_s3_13.tif
Canon220\150,s3_14.tif,1.0648091119946912e-07,D:\Scanner_Source_Identification\Processed_Results\Canon220\150\residual_s3_14.tif
Canon220\150,s3_15.tif,1.0169071629206883e-07,D:\Scanner_Source_Identification\Processed_Results\Canon220\150\residual_s3_15.tif
Canon220\150,s3_16.tif,1.0053076948679518e-07,D:\Scanner_Source_Identification\Processed_Results\Canon220\150\residual_s3_16.tif
Canon220\150,s3_17.tif,1.0245753401250113e-07,D:\Scanner_Source_Identification\Processed_Results\Canon220\150\residual_s3_17.tif
Canon220\150,s3_18.tif,1.0880853551498149e-07,D:\Scanner_Source_Identification\Processed_Results\Canon220\150\residual_s3_18.tif
Canon220\150,s3_19.tif,1.0224812285741791e-07,D:\Scanner_Source_Identification\Processed_Results\Canon220\150\residual_s3_19.tif
Canon220\150,s3_2.tif,9.294649316871073e-08,D:\Scanner_Source_Identification\Processed_Results\Canon220\150\residual_s3_2.tif
Canon220\150,s3_20.tif,8.84642759046983e-08,D:\Scanner_Source_Identification\Processed_Results\Canon220\150\residual_s3_20.tif
Canon220\150,s3_21.tif,1.1069448646594537e-07,D:\Scanner_Source_Identification\Processed_Results\Canon220\150\residual_s3_21.tif
Canon220\150,s3_22.tif,1.0793905858008657e-07,D:\Scanner_Source_Identification\Processed_Results\Canon220\150\residual_s3_22.tif
Canon220\150,s3_23.tif,1.0246344572806265e-07,D:\Scanner_Source_Identification\Processed_Results\Canon220\150\residual_s3_23.tif
Canon220\150,s3_24.tif,1.0587723409116734e-07,D:\Scanner_Source_Identification\Processed_Results\Canon220\150\residual_s3_24.tif
Canon220\150,s3_25.tif,1.0532949090702459e-07,D:\Scanner_Source_Identification\Processed_Results\Canon220\150\residual_s3_25.tif
Canon220\150,s3_26.tif,1.0588314580672886e-07,D:\Scanner_Source_Identification\Processed_Results\Canon220\150\residual_s3_26.tif
Canon220\150,s3_27.tif,1.025741767080035e-07,D:\Scanner_Source_Identification\Processed_Results\Canon220\150\residual_s3_27.tif
Canon220\150,s3_28.tif,1.0614087386784377e-07,D:\Scanner_Source_Identification\Processed_Results\Canon220\150\residual_s3_28.tif
Canon220\150,s3_29.tif,1.0855080745386658e-07,D:\Scanner_Source_Identification\Processed_Results\Canon220\150\residual_s3_29.tif
Canon220\150,s3_3.tif,1.0613496215228224e-07,D:\Scanner_Source_Identification\Processed_Results\Canon220\150\residual_s3_3.tif
Canon220\150,s3_30.tif,1.0195606137131108e-07,D:\Scanner_Source_Identification\Processed_Results\Canon220\150\residual_s3_30.tif
Canon220\150,s3_31.tif,9.47071612245054e-08,D:\Scanner_Source_Identification\Processed_Results\Canon220\150\residual_s3_31.tif
Canon220\150,s3_32.tif,9.982522897189483e-08,D:\Scanner_Source_Identification\Processed_Results\Canon220\150\residual_s3_32.tif
Canon220\150,s3_33.tif,9.815289558900986e-08,D:\Scanner_Source_Identification\Processed_Results\Canon220\150\residual_s3_33.tif
Canon220\150,s3_34.tif,1.0337635103496723e-07,D:\Scanner_Source_Identification\Processed_Results\Canon220\150\residual_s3_34.tif
Canon220\150,s3_35.tif,1.0420347962281085e-07,D:\Scanner_Source_Identification\Processed_Results\Canon220\150\residual_s3_35.tif
Canon220\150,s3_36.tif,1.0877772638195893e-07,D:\Scanner_Source_Identification\Processed_Results\Canon220\150\residual_s3_36.tif
Canon220\150,s3_37.tif,1.0344399470341159e-07,D:\Scanner_Source_Identification\Processed_Results\Canon220\150\residual_s3_37.tif
Canon220\150,s3_38.tif,1.0472615485923598e-07,D:\Scanner_Source_Identification\Processed_Results\Canon220\150\residual_s3_38.tif
Canon220\150,s3_39.tif,1.0675751127564581e-07,D:\Scanner_Source_Identification\Processed_Results\Canon220\150\residual_s3_39.tif
Canon220\150,s3_4.tif,1.0034420938609401e-07,D:\Scanner_Source_Identification\Processed_Results\Canon220\150\residual_s3_4.tif
Canon220\150,s3_40.tif,9.960660918295616e-08,D:\Scanner_Source_Identification\Processed_Results\Canon220\150\residual_s3_40.tif
Canon220\150,s3_41.tif,9.997302186093293e-08,D:\Scanner_Source_Identification\Processed_Results\Canon220\150\residual_s3_41.tif
Canon220\150,s3_42.tif,1.0230206726191682e-07,D:\Scanner_Source_Identification\Processed_Results\Canon220\150\residual_s3_42.tif
Canon220\150,s3_43.tif,1.0727092103479663e-07,D:\Scanner_Source_Identification\Processed_Results\Canon220\150\residual_s3_43.tif
Canon220\150,s3_44.tif,1.0461587862664601e-07,D:\Scanner_Source_Identification\Processed_Results\Canon220\150\residual_s3_44.tif
Canon220\150,s3_45.tif,1.035429022522294e-07,D:\Scanner_Source_Identification\Processed_Results\Canon220\150\residual_s3_45.tif
Canon220\150,s3_46.tif,1.0299186214979272e-07,D:\Scanner_Source_Identification\Processed_Results\Canon220\150\residual_s3_46.tif
Canon220\150,s3_47.tif,9.324799066234846e-08,D:\Scanner_Source_Identification\Processed_Results\Canon220\150\residual_s3_47.tif
Canon220\150,s3_48.tif,9.422046787221916e-08,D:\Scanner_Source_Identification\Processed_Results\Canon220\150\residual_s3_48.tif
Canon220\150,s3_49.tif,1.0888214774240623e-07,D:\Scanner_Source_Identification\Processed_Results\Canon220\150\residual_s3_49.tif
Canon220\150,s3_5.tif,1.084609948520665e-07,D:\Scanner_Source_Identification\Processed_Results\Canon220\150\residual_s3_5.tif
Canon220\150,s3_50.tif,1.0539690720179351e-07,D:\Scanner_Source_Identification\Processed_Results\Canon220\150\residual_s3_50.tif
Canon220\150,s3_51.tif,1.0692542673496064e-07,D:\Scanner_Source_Identification\Processed_Results\Canon220\150\residual_s3_51.tif
Canon220\150,s3_52.tif,9.893562946672319e-08,D:\Scanner_Source_Identification\Processed_Results\Canon220\150\residual_s3_52.tif
Canon220\150,s3_53.tif,1.0429732810735004e-07,D:\Scanner_Source_Identification\Processed_Results\Canon220\150\residual_s3_53.tif
Canon220\150,s3_54.tif,1.0788551207951969e-07,D:\Scanner_Source_Identification\Processed_Results\Canon220\150\residual_s3_54.tif
Canon220\150,s3_55.tif,9.416271495865658e-08,D:\Scanner_Source_Identification\Processed_Results\Canon220\150\residual_s3_55.tif
Canon220\150,s3_56.tif,9.471284556639148e-08,D:\Scanner_Source_Identification\Processed_Results\Canon220\150\residual_s3_56.tif
Canon220\150,s3_57.tif,1.0779729109344771e-07,D:\Scanner_Source_Identification\Processed_Results\Canon220\150\residual_s3_57.tif
Canon220\150,s3_58.tif,1.0645385373209137e-07,D:\Scanner_Source_Identification\Processed_Results\Canon220\150\residual_s3_58.tif
Canon220\150,s3_59.tif,1.0255570259687374e-07,D:\Scanner_Source_Identification\Processed_Results\Canon220\150\residual_s3_59.tif
Canon220\150,s3_6.tif,1.0926521554210922e-07,D:\Scanner_Source_Identification\Processed_Results\Canon220\150\residual_s3_6.tif
Canon220\150,s3_60.tif,1.0966300578729715e-07,D:\Scanner_Source_Identification\Processed_Results\Canon220\150\residual_s3_60.tif
Canon220\150,s3_61.tif,1.0542066775087733e-07,D:\Scanner_Source_Identification\Processed_Results\Canon220\150\residual_s3_61.tif
Canon220\150,s3_62.tif,1.0471762834640685e-07,D:\Scanner_Source_Identification\Processed_Results\Canon220\150\residual_s3_62.tif
Canon220\150,s3_63.tif,7.968299087224295e-08,D:\Scanner_Source_Identification\Processed_Results\Canon220\150\residual_s3_63.tif
Canon220\150,s3_64.tif,9.762413810676662e-08,D:\Scanner_Source_Identification\Processed_Results\Canon220\150\residual_s3_64.tif
Canon220\150,s3_65.tif,1.0287408258591313e-07,D:\Scanner_Source_Identification\Processed_Results\Canon220\150\residual_s3_65.tif
Canon220\150,s3_66.tif,1.0327391919418005e-07,D:\Scanner_Source_Identification\Processed_Results\Canon220\150\residual_s3_66.tif
Canon220\150,s3_67.tif,8.637067594463588e-08,D:\Scanner_Source_Identification\Processed_Results\Canon220\150\residual_s3_67.tif
Canon220\150,s3_68.tif,1.0528316352065303e-07,D:\Scanner_Source_Identification\Processed_Results\Canon220\150\residual_s3_68.tif
Canon220\150,s3_69.tif,1.0404596650914755e-07,D:\Scanner_Source_Identification\Processed_Results\Canon220\150\residual_s3_69.tif
Canon220\150,s3_7.tif,1.0480039236426819e-07,D:\Scanner_Source_Identification\Processed_Results\Canon220\150\residual_s3_7.tif
Canon220\150,s3_70.tif,9.251004939869745e-08,D:\Scanner_Source_Identification\Processed_Results\Canon220\150\residual_s3_70.tif
Canon220\150,s3_71.tif,1.0972257769026328e-07,D:\Scanner_Source_Identification\Processed_Results\Canon220\150\residual_s3_71.tif
Canon220\150,s3_72.tif,1.0707799447118305e-07,D:\Scanner_Source_Identification\Processed_Results\Canon220\150\residual_s3_72.tif
Canon220\150,s3_73.tif,9.904442777042277e-08,D:\Scanner_Source_Identification\Processed_Results\Canon220\150\residual_s3_73.tif
Canon220\150,s3_74.tif,1.0688950169424061e-07,D:\Scanner_Source_Identification\Processed_Results\Canon220\150\residual_s3_74.tif
Canon220\150,s3_75.tif,9.922746357915457e-08,D:\Scanner_Source_Identification\Processed_Results\Canon220\150\residual_s3_75.tif
Canon220\150,s3_76.tif,1.0053315691038733e-07,D:\Scanner_Source_Identification\Processed_Results\Canon220\150\residual_s3_76.tif
Canon220\150,s3_77.tif,9.983784821088193e-08,D:\Scanner_Source_Identification\Processed_Results\Canon220\150\residual_s3_77.tif
Canon220\150,s3_78.tif,1.0113456028193468e-07,D:\Scanner_Source_Identification\Processed_Results\Canon220\150\residual_s3_78.tif
Canon220\150,s3_79.tif,1.0560790997260483e-07,D:\Scanner_Source_Identification\Processed_Results\Canon220\150\residual_s3_79.tif
Canon220\150,s3_8.tif,1.0296014352206839e-07,D:\Scanner_Source_Identification\Processed_Results\Canon220\150\residual_s3_8.tif
Canon220\150,s3_80.tif,1.0197368283115793e-07,D:\Scanner_Source_Identification\Processed_Results\Canon220\150\residual_s3_80.tif
Canon220\150,s3_81.tif,1.0154496976610972e-07,D:\Scanner_Source_Identification\Processed_Results\Canon220\150\residual_s3_81.tif
Canon220\150,s3_82.tif,1.0525201332711731e-07,D:\Scanner_Source_Identification\Processed_Results\Canon220\150\residual_s3_82.tif
Canon220\150,s3_83.tif,1.0629071311996086e-07,D:\Scanner_Source_Identification\Processed_Results\Canon220\150\residual_s3_83.tif
Canon220\150,s3_84.tif,1.0702910913096275e-07,D:\Scanner_Source_Identification\Processed_Results\Canon220\150\residual_s3_84.tif
Canon220\150,s3_85.tif,1.0679696060833521e-07,D:\Scanner_Source_Identification\Processed_Results\Canon220\150\residual_s3_85.tif
Canon220\150,s3_86.tif,1.0554140317253768e-07,D:\Scanner_Source_Identification\Processed_Results\Canon220\150\residual_s3_86.tif
Canon220\150,s3_87.tif,1.022575588649488e-07,D:\Scanner_Source_Identification\Processed_Results\Canon220\150\residual_s3_87.tif
Canon220\150,s3_88.tif,1.0269440053889412e-07,D:\Scanner_Source_Identification\Processed_Results\Canon220\150\residual_s3_88.tif
Canon220\150,s3_89.tif,1.0427595498185838e-07,D:\Scanner_Source_Identification\Processed_Results\Canon220\150\residual_s3_89.tif
Canon220\150,s3_9.tif,1.0365477010054747e-07,D:\Scanner_Source_Identification\Processed_Results\Canon220\150\residual_s3_9.tif
Canon220\150,s3_90.tif,1.0281428330927156e-07,D:\Scanner_Source_Identification\Processed_Results\Canon220\150\residual_s3_90.tif
Canon220\150,s3_91.tif,1.0640178516041487e-07,D:\Scanner_Source_Identification\Processed_Results\Canon220\150\residual_s3_91.tif
Canon220\150,s3_92.tif,1.0625740287650842e-07,D:\Scanner_Source_Identification\Processed_Results\Canon220\150\residual_s3_92.tif
Canon220\150,s3_93.tif,1.0328511734769563e-07,D:\Scanner_Source_Identification\Processed_Results\Canon220\150\residual_s3_93.tif
Canon220\150,s3_94.tif,1.046053057507379e-07,D:\Scanner_Source_Identification\Processed_Results\Canon220\150\residual_s3_94.tif
Canon220\150,s3_95.tif,1.0981932518916437e-07,D:\Scanner_Source_Identification\Processed_Results\Canon220\150\residual_s3_95.tif
Canon220\150,s3_96.tif,1.0596409083518665e-07,D:\Scanner_Source_Identification\Processed_Results\Canon220\150\residual_s3_96.tif
Canon220\150,s3_97.tif,1.0614689927024301e-07,D:\Scanner_Source_Identification\Processed_Results\Canon220\150\residual_s3_97.tif
Canon220\150,s3_98.tif,9.72579528024653e-08,D:\Scanner_Source_Identification\Processed_Results\Canon220\150\residual_s3_98.tif
Canon220\150,s3_99.tif,9.165808023681166e-08,D:\Scanner_Source_Identification\Processed_Results\Canon220\150\residual_s3_99.tif
Canon220\300,s3_100.tif,1.0094254321302287e-07,D:\Scanner_Source_Identification\Processed_Results\Canon220\300\residual_s3_100.tif
Canon220\300,s3_18.tif,1.0431915598019259e-07,D:\Scanner_Source_Identification\Processed_Results\Canon220\300\residual_s3_18.tif
Canon220\300,s3_19.tif,8.96166056918446e-08,D:\Scanner_Source_Identification\Processed_Results\Canon220\300\residual_s3_19.tif
Canon220\300,s3_27.tif,9.658674571255688e-08,D:\Scanner_Source_Identification\Processed_Results\Canon220\300\residual_s3_27.tif
Canon220\300,s3_29.tif,9.891130048345076e-08,D:\Scanner_Source_Identification\Processed_Results\Canon220\300\residual_s3_29.tif
Canon220\300,s3_30.tif,9.159964520222275e-08,D:\Scanner_Source_Identification\Processed_Results\Canon220\300\residual_s3_30.tif
Canon220\300,s3_31.tif,8.640074611321324e-08,D:\Scanner_Source_Identification\Processed_Results\Canon220\300\residual_s3_31.tif
Canon220\300,s3_33.tif,9.20906586543424e-08,D:\Scanner_Source_Identification\Processed_Results\Canon220\300\residual_s3_33.tif
Canon220\300,s3_34.tif,9.830841918301303e-08,D:\Scanner_Source_Identification\Processed_Results\Canon220\300\residual_s3_34.tif
Canon220\300,s3_35.tif,9.490275942880544e-08,D:\Scanner_Source_Identification\Processed_Results\Canon220\300\residual_s3_35.tif
Canon220\300,s3_36.tif,1.0136784567293944e-07,D:\Scanner_Source_Identification\Processed_Results\Canon220\300\residual_s3_36.tif
Canon220\300,s3_37.tif,9.16272711037891e-08,D:\Scanner_Source_Identification\Processed_Results\Canon220\300\residual_s3_37.tif
Canon220\300,s3_38.tif,9.258008049073396e-08,D:\Scanner_Source_Identification\Processed_Results\Canon220\300\residual_s3_38.tif
Canon220\300,s3_39.tif,9.832626801653532e-08,D:\Scanner_Source_Identification\Processed_Results\Canon220\300\residual_s3_39.tif
Canon220\300,s3_4.tif,9.383063570567174e-08,D:\Scanner_Source_Identification\Processed_Results\Canon220\300\residual_s3_4.tif
Canon220\300,s3_40.tif,9.002724254969507e-08,D:\Scanner_Source_Identification\Processed_Results\Canon220\300\residual_s3_40.tif
Canon220\300,s3_41.tif,9.250231869373238e-08,D:\Scanner_Source_Identification\Processed_Results\Canon220\300\residual_s3_41.tif
Canon220\300,s3_42.tif,9.082634733204031e-08,D:\Scanner_Source_Identification\Processed_Results\Canon220\300\residual_s3_42.tif
Canon220\300,s3_43.tif,1.0275698514305986e-07,D:\Scanner_Source_Identification\Processed_Results\Canon220\300\residual_s3_43.tif
Canon220\300,s3_44.tif,9.756558938533999e-08,D:\Scanner_Source_Identification\Processed_Results\Canon220\300\residual_s3_44.tif
Canon220\300,s3_45.tif,9.18034857022576e-08,D:\Scanner_Source_Identification\Processed_Results\Canon220\300\residual_s3_45.tif
Canon220\300,s3_46.tif,9.373582088301191e-08,D:\Scanner_Source_Identification\Processed_Results\Canon220\300\residual_s3_46.tif
Canon220\300,s3_47.tif,8.354106739716372e-08,D:\Scanner_Source_Identification\Processed_Results\Canon220\300\residual_s3_47.tif
Canon220\300,s3_48.tif,8.256188266386744e-08,D:\Scanner_Source_Identification\Processed_Results\Canon220\300\residual_s3_48.tif
Canon220\300,s3_49.tif,1.043588895299763e-07,D:\Scanner_Source_Identification\Processed_Results\Canon220\300\residual_s3_49.tif
Canon220\300,s3_50.tif,9.480265816819156e-08,D:\Scanner_Source_Identification\Processed_Results\Canon220\300\residual_s3_50.tif
Canon220\300,s3_51.tif,1.0076291800942272e-07,D:\Scanner_Source_Identification\Processed_Results\Canon220\300\residual_s3_51.tif
Canon220\300,s3_52.tif,9.348207186121726e-08,D:\Scanner_Source_Identification\Processed_Results\Canon220\300\residual_s3_52.tif
Canon220\300,s3_53.tif,9.272298484575003e-08,D:\Scanner_Source_Identification\Processed_Results\Canon220\300\residual_s3_53.tif
Canon220\300,s3_54.tif,9.769792086444795e-08,D:\Scanner_Source_Identification\Processed_Results\Canon220\300\residual_s3_54.tif
Canon220\300,s3_55.tif,8.811628049443243e-08,D:\Scanner_Source_Identification\Processed_Results\Canon220\300\residual_s3_55.tif
Canon220\300,s3_56.tif,8.574818366469117e-08,D:\Scanner_Source_Identification\Processed_Results\Canon220\300\residual_s3_56.tif
Canon220\300,s3_57.tif,9.606424100638833e-08,D:\Scanner_Source_Identification\Processed_Results\Canon220\300\residual_s3_57.tif
Canon220\300,s3_58.tif,9.599375516700093e-08,D:\Scanner_Source_Identification\Processed_Results\Canon220\300\residual_s3_58.tif
Canon220\300,s3_59.tif,9.345194484922104e-08,D:\Scanner_Source_Identification\Processed_Results\Canon220\300\residual_s3_59.tif
Canon220\300,s3_60.tif,9.745087936607888e-08,D:\Scanner_Source_Identification\Processed_Results\Canon220\300\residual_s3_60.tif
Canon220\300,s3_61.tif,9.372024578624405e-08,D:\Scanner_Source_Identification\Processed_Results\Canon220\300\residual_s3_61.tif
Canon220\300,s3_62.tif,9.48901970332372e-08,D:\Scanner_Source_Identification\Processed_Results\Canon220\300\residual_s3_62.tif
Canon220\300,s3_63.tif,7.822086445230525e-08,D:\Scanner_Source_Identification\Processed_Results\Canon220\300\residual_s3_63.tif
Canon220\300,s3_64.tif,8.641939075459959e-08,D:\Scanner_Source_Identification\Processed_Results\Canon220\300\residual_s3_64.tif
Canon220\300,s3_65.tif,9.390396371600218e-08,D:\Scanner_Source_Identification\Processed_Results\Canon220\300\residual_s3_65.tif
Canon220\300,s3_66.tif,9.298258873968734e-08,D:\Scanner_Source_Identification\Processed_Results\Canon220\300\residual_s3_66.tif
Canon220\300,s3_67.tif,7.990956873982213e-08,D:\Scanner_Source_Identification\Processed_Results\Canon220\300\residual_s3_67.tif
Canon220\300,s3_68.tif,9.549410151521442e-08,D:\Scanner_Source_Identification\Processed_Results\Canon220\300\residual_s3_68.tif
Canon220\300,s3_69.tif,9.179757398669608e-08,D:\Scanner_Source_Identification\Processed_Results\Canon220\300\residual_s3_69.tif
Canon220\300,s3_70.tif,8.348308710992569e-08,D:\Scanner_Source_Identification\Processed_Results\Canon220\300\residual_s3_70.tif
Canon220\300,s3_71.tif,1.0206429124082206e-07,D:\Scanner_Source_Identification\Processed_Results\Canon220\300\residual_s3_71.tif
Canon220\300,s3_72.tif,1.01533828456013e-07,D:\Scanner_Source_Identification\Processed_Results\Canon220\300\residual_s3_72.tif
Canon220\300,s3_73.tif,8.768392945057712e-08,D:\Scanner_Source_Identification\Processed_Results\Canon220\300\residual_s3_73.tif
Canon220\300,s3_74.tif,9.650398169469554e-08,D:\Scanner_Source_Identification\Processed_Results\Canon220\300\residual_s3_74.tif
Canon220\300,s3_75.tif,9.128496003540931e-08,D:\Scanner_Source_Identification\Processed_Results\Canon220\300\residual_s3_75.tif
Canon220\300,s3_76.tif,8.799992201602436e-08,D:\Scanner_Source_Identification\Processed_Results\Canon220\300\residual_s3_76.tif
Canon220\300,s3_77.tif,9.675864021119196e-08,D:\Scanner_Source_Identification\Processed_Results\Canon220\300\residual_s3_77.tif
Canon220\300,s3_78.tif,9.432801562070381e-08,D:\Scanner_Source_Identification\Processed_Results\Canon220\300\residual_s3_78.tif
Canon220\300,s3_79.tif,9.670964118413394e-08,D:\Scanner_Source_Identification\Processed_Results\Canon220\300\residual_s3_79.tif
Canon220\300,s3_80.tif,9.207826678903075e-08,D:\Scanner_Source_Identification\Processed_Results\Canon220\300\residual_s3_80.tif
Canon220\300,s3_81.tif,9.108339327212889e-08,D:\Scanner_Source_Identification\Processed_Results\Canon220\300\residual_s3_81.tif
Canon220\300,s3_82.tif,9.284576663048938e-08,D:\Scanner_Source_Identification\Processed_Results\Canon220\300\residual_s3_82.tif
Canon220\300,s3_83.tif,9.61030082180514e-08,D:\Scanner_Source_Identification\Processed_Results\Canon220\300\residual_s3_83.tif
Canon220\300,s3_84.tif,1.0004430350818438e-07,D:\Scanner_Source_Identification\Processed_Results\Canon220\300\residual_s3_84.tif
Canon220\300,s3_85.tif,9.831143188421265e-08,D:\Scanner_Source_Identification\Processed_Results\Canon220\300\residual_s3_85.tif
Canon220\300,s3_86.tif,9.578371873431024e-08,D:\Scanner_Source_Identification\Processed_Results\Canon220\300\residual_s3_86.tif
Canon220\300,s3_87.tif,9.09614072952536e-08,D:\Scanner_Source_Identification\Processed_Results\Canon220\300\residual_s3_87.tif
Canon220\300,s3_88.tif,9.050211247085826e-08,D:\Scanner_Source_Identification\Processed_Results\Canon220\300\residual_s3_88.tif
Canon220\300,s3_89.tif,9.819507340580458e-08,D:\Scanner_Source_Identification\Processed_Results\Canon220\300\residual_s3_89.tif
Canon220\300,s3_90.tif,9.614154805603903e-08,D:\Scanner_Source_Identification\Processed_Results\Canon220\300\residual_s3_90.tif
Canon220\300,s3_91.tif,9.684185897640418e-08,D:\Scanner_Source_Identification\Processed_Results\Canon220\300\residual_s3_91.tif
Canon220\300,s3_92.tif,9.615598628442967e-08,D:\Scanner_Source_Identification\Processed_Results\Canon220\300\residual_s3_92.tif
Canon220\300,s3_93.tif,9.102200237975921e-08,D:\Scanner_Source_Identification\Processed_Results\Canon220\300\residual_s3_93.tif
Canon220\300,s3_94.tif,9.263226274924818e-08,D:\Scanner_Source_Identification\Processed_Results\Canon220\300\residual_s3_94.tif
Canon220\300,s3_95.tif,9.851657978288131e-08,D:\Scanner_Source_Identification\Processed_Results\Canon220\300\residual_s3_95.tif
Canon220\300,s3_96.tif,1.0142457540496252e-07,D:\Scanner_Source_Identification\Processed_Results\Canon220\300\residual_s3_96.tif
Canon220\300,s3_97.tif,9.615177987143397e-08,D:\Scanner_Source_Identification\Processed_Results\Canon220\300\residual_s3_97.tif
Canon220\300,s3_98.tif,9.082111773750512e-08,D:\Scanner_Source_Identification\Processed_Results\Canon220\300\residual_s3_98.tif
Canon220\300,s3_99.tif,8.60528643897851e-08,D:\Scanner_Source_Identification\Processed_Results\Canon220\300\residual_s3_99.tif
Canon9000-1\150,s4_10.tif,1.0842131814570166e-07,D:\Scanner_Source_Identification\Processed_Results\Canon9000-1\150\residual_s4_10.tif
Canon9000-1\150,s4_18.tif,1.146396471085609e-07,D:\Scanner_Source_Identification\Processed_Results\Canon9000-1\150\residual_s4_18.tif
Canon9000-1\150,s4_25.tif,1.0879972478505806e-07,D:\Scanner_Source_Identification\Processed_Results\Canon9000-1\150\residual_s4_25.tif
Canon9000-1\150,s4_29.tif,1.115923851102707e-07,D:\Scanner_Source_Identification\Processed_Results\Canon9000-1\150\residual_s4_29.tif
Canon9000-1\150,s4_35.tif,1.0855546861421317e-07,D:\Scanner_Source_Identification\Processed_Results\Canon9000-1\150\residual_s4_35.tif
Canon9000-1\150,s4_54.tif,1.1288301493550534e-07,D:\Scanner_Source_Identification\Processed_Results\Canon9000-1\150\residual_s4_54.tif
Canon9000-1\150,s4_56.tif,1.0126166216650745e-07,D:\Scanner_Source_Identification\Processed_Results\Canon9000-1\150\residual_s4_56.tif
Canon9000-1\150,s4_6.tif,1.1385554898879491e-07,D:\Scanner_Source_Identification\Processed_Results\Canon9000-1\150\residual_s4_6.tif
Canon9000-1\150,s4_68.tif,1.1144362588311196e-07,D:\Scanner_Source_Identification\Processed_Results\Canon9000-1\150\residual_s4_68.tif
Canon9000-1\150,s4_7.tif,1.1199142591067357e-07,D:\Scanner_Source_Identification\Processed_Results\Canon9000-1\150\residual_s4_7.tif
Canon9000-1\150,s4_82.tif,1.1230383734073257e-07,D:\Scanner_Source_Identification\Processed_Results\Canon9000-1\150\residual_s4_82.tif
Canon9000-1\150,s4_83.tif,1.0865119293157477e-07,D:\Scanner_Source_Identification\Processed_Results\Canon9000-1\150\residual_s4_83.tif
Canon9000-1\150,s4_89.tif,1.0676626516215038e-07,D:\Scanner_Source_Identification\Processed_Results\Canon9000-1\150\residual_s4_89.tif
Canon9000-1\150,s4_95.tif,1.118737600336317e-07,D:\Scanner_Source_Identification\Processed_Results\Canon9000-1\150\residual_s4_95.tif
Canon9000-1\150,s4_99.tif,1.0849316822714172e-07,D:\Scanner_Source_Identification\Processed_Results\Canon9000-1\150\residual_s4_99.tif
Canon9000-1\300,s4_100.tif,1.0977919373544864e-07,D:\Scanner_Source_Identification\Processed_Results\Canon9000-1\300\residual_s4_100.tif
Canon9000-1\300,s4_11.tif,1.0427152119518723e-07,D:\Scanner_Source_Identification\Processed_Results\Canon9000-1\300\residual_s4_11.tif
Canon9000-1\300,s4_14.tif,1.0555550034041516e-07,D:\Scanner_Source_Identification\Processed_Results\Canon9000-1\300\residual_s4_14.tif
Canon9000-1\300,s4_15.tif,1.0572614428383531e-07,D:\Scanner_Source_Identification\Processed_Results\Canon9000-1\300\residual_s4_15.tif
Canon9000-1\300,s4_16.tif,1.0342546374886297e-07,D:\Scanner_Source_Identification\Processed_Results\Canon9000-1\300\residual_s4_16.tif
Canon9000-1\300,s4_17.tif,1.0484347967576468e-07,D:\Scanner_Source_Identification\Processed_Results\Canon9000-1\300\residual_s4_17.tif
Canon9000-1\300,s4_18.tif,1.1265592547715642e-07,D:\Scanner_Source_Identification\Processed_Results\Canon9000-1\300\residual_s4_18.tif
Canon9000-1\300,s4_20.tif,9.831080660660518e-08,D:\Scanner_Source_Identification\Processed_Results\Canon9000-1\300\residual_s4_20.tif
