path,scanner,dpi
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\Canon220\300\s3_39_res_vis.png,Canon220,300
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\Canon220\300\s3_3_res_vis.png,Canon220,300
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\Canon220\300\s3_40_res_vis.png,Canon220,300
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\Canon220\300\s3_41_res_vis.png,Canon220,300
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\Canon220\300\s3_42_res_vis.png,Canon220,300
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\Canon220\300\s3_43_res_vis.png,Canon220,300
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\Canon220\300\s3_44_res_vis.png,Canon220,300
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\Canon220\300\s3_45_res_vis.png,Canon220,300
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\Canon220\300\s3_46_res_vis.png,Canon220,300
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\Canon220\300\s3_47_res_vis.png,Canon220,300
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\Canon220\300\s3_48_res_vis.png,Canon220,300
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\Canon220\300\s3_49_res_vis.png,Canon220,300
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\Canon220\300\s3_4_res_vis.png,Canon220,300
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\Canon220\300\s3_50_res_vis.png,Canon220,300
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\Canon220\300\s3_51_res_vis.png,Canon220,300
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\Canon220\300\s3_52_res_vis.png,Canon220,300
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\Canon220\300\s3_53_res_vis.png,Canon220,300
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\Canon220\300\s3_54_res_vis.png,Canon220,300
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\Canon220\300\s3_55_res_vis.png,Canon220,300
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\Canon220\300\s3_56_res_vis.png,Canon220,300
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\Canon220\300\s3_57_res_vis.png,Canon220,300
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\Canon220\300\s3_58_res_vis.png,Canon220,300
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\Canon220\300\s3_59_res_vis.png,Canon220,300
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\Canon220\300\s3_5_res_vis.png,Canon220,300
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\Canon220\300\s3_60_res_vis.png,Canon220,300
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\Canon220\300\s3_61_res_vis.png,Canon220,300
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\Canon220\300\s3_62_res_vis.png,Canon220,300
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\Canon220\300\s3_63_res_vis.png,Canon220,300
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\Canon220\300\s3_64_res_vis.png,Canon220,300
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\Canon220\300\s3_65_res_vis.png,Canon220,300
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\Canon220\300\s3_66_res_vis.png,Canon220,300
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\Canon220\300\s3_67_res_vis.png,Canon220,300
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\Canon220\300\s3_68_res_vis.png,Canon220,300
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\Canon220\300\s3_69_res_vis.png,Canon220,300
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\Canon220\300\s3_6_res_vis.png,Canon220,300
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\Canon220\300\s3_70_res_vis.png,Canon220,300
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\Canon220\300\s3_71_res_vis.png,Canon220,300
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\Canon220\300\s3_72_res_vis.png,Canon220,300
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\Canon220\300\s3_73_res_vis.png,Canon220,300
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\Canon220\300\s3_74_res_vis.png,Canon220,300
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\Canon220\300\s3_75_res_vis.png,Canon220,300
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\Canon220\300\s3_76_res_vis.png,Canon220,300
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\Canon220\300\s3_77_res_vis.png,Canon220,300
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\Canon220\300\s3_78_res_vis.png,Canon220,300
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\Canon220\300\s3_79_res_vis.png,Canon220,300
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\Canon220\300\s3_7_res_vis.png,Canon220,300
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\Canon220\300\s3_80_res_vis.png,Canon220,300
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\Canon220\300\s3_81_res_vis.png,Canon220,300
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\Canon220\300\s3_82_res_vis.png,Canon220,300
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\Canon220\300\s3_83_res_vis.png,Canon220,300
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\Canon220\300\s3_84_res_vis.png,Canon220,300
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\Canon220\300\s3_85_res_vis.png,Canon220,300
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\Canon220\300\s3_86_res_vis.png,Canon220,300
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\Canon220\300\s3_87_res_vis.png,Canon220,300
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\Canon220\300\s3_88_res_vis.png,Canon220,300
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\Canon220\300\s3_89_res_vis.png,Canon220,300
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\Canon220\300\s3_8_res_vis.png,Canon220,300
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\Canon220\300\s3_90_res_vis.png,Canon220,300
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\Canon220\300\s3_91_res_vis.png,Canon220,300
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\Canon220\300\s3_92_res_vis.png,Canon220,300
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\Canon220\300\s3_93_res_vis.png,Canon220,300
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\Canon220\300\s3_94_res_vis.png,Canon220,300
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\Canon220\300\s3_95_res_vis.png,Canon220,300
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\Canon220\300\s3_96_res_vis.png,Canon220,300
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\Canon220\300\s3_97_res_vis.png,Canon220,300
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\Canon220\300\s3_98_res_vis.png,Canon220,300
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\Canon220\300\s3_99_res_vis.png,Canon220,300
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\Canon220\300\s3_9_res_vis.png,Canon220,300
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\Canon9000-1\150\s4_100_res_vis.png,Canon9000-1,150
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\Canon9000-1\150\s4_10_res_vis.png,Canon9000-1,150
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\Canon9000-1\150\s4_11_res_vis.png,Canon9000-1,150
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\Canon9000-1\150\s4_12_res_vis.png,Canon9000-1,150
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\Canon9000-1\150\s4_13_res_vis.png,Canon9000-1,150
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\Canon9000-1\150\s4_14_res_vis.png,Canon9000-1,150
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\Canon9000-1\150\s4_15_res_vis.png,Canon9000-1,150
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\Canon9000-1\150\s4_16_res_vis.png,Canon9000-1,150
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\Canon9000-1\150\s4_17_res_vis.png,Canon9000-1,150
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\Canon9000-1\150\s4_18_res_vis.png,Canon9000-1,150
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\Canon9000-1\150\s4_19_res_vis.png,Canon9000-1,150
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\Canon9000-1\150\s4_1_res_vis.png,Canon9000-1,150
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\Canon9000-1\150\s4_20_res_vis.png,Canon9000-1,150
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\Canon9000-1\150\s4_21_res_vis.png,Canon9000-1,150
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\Canon9000-1\150\s4_22_res_vis.png,Canon9000-1,150
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\Canon9000-1\150\s4_23_res_vis.png,Canon9000-1,150
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\Canon9000-1\150\s4_24_res_vis.png,Canon9000-1,150
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\Canon9000-1\150\s4_25_res_vis.png,Canon9000-1,150
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\Canon9000-1\150\s4_26_res_vis.png,Canon9000-1,150
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\Canon9000-1\150\s4_27_res_vis.png,Canon9000-1,150
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\Canon9000-1\150\s4_28_res_vis.png,Canon9000-1,150
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\Canon9000-1\150\s4_29_res_vis.png,Canon9000-1,150
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\Canon9000-1\150\s4_2_res_vis.png,Canon9000-1,150
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\Canon9000-1\150\s4_30_res_vis.png,Canon9000-1,150
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\Canon9000-1\150\s4_31_res_vis.png,Canon9000-1,150
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\Canon9000-1\150\s4_32_res_vis.png,Canon9000-1,150
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\Canon9000-1\150\s4_33_res_vis.png,Canon9000-1,150
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\Canon9000-1\150\s4_34_res_vis.png,Canon9000-1,150
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\Canon9000-1\150\s4_35_res_vis.png,Canon9000-1,150
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\Canon9000-1\150\s4_36_res_vis.png,Canon9000-1,150
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\Canon9000-1\150\s4_37_res_vis.png,Canon9000-1,150
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\Canon9000-1\150\s4_38_res_vis.png,Canon9000-1,150
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\Canon9000-1\150\s4_39_res_vis.png,Canon9000-1,150
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\Canon9000-1\150\s4_3_res_vis.png,Canon9000-1,150
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\Canon9000-1\150\s4_40_res_vis.png,Canon9000-1,150
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\Canon9000-1\150\s4_41_res_vis.png,Canon9000-1,150
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\Canon9000-1\150\s4_42_res_vis.png,Canon9000-1,150
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\Canon9000-1\150\s4_43_res_vis.png,Canon9000-1,150
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\Canon9000-1\150\s4_44_res_vis.png,Canon9000-1,150
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\Canon9000-1\150\s4_45_res_vis.png,Canon9000-1,150
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\Canon9000-1\150\s4_46_res_vis.png,Canon9000-1,150
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\Canon9000-1\150\s4_47_res_vis.png,Canon9000-1,150
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\Canon9000-1\150\s4_48_res_vis.png,Canon9000-1,150
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\Canon9000-1\150\s4_49_res_vis.png,Canon9000-1,150
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\Canon9000-1\150\s4_4_res_vis.png,Canon9000-1,150
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\Canon9000-1\150\s4_50_res_vis.png,Canon9000-1,150
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\Canon9000-1\150\s4_51_res_vis.png,Canon9000-1,150
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\Canon9000-1\150\s4_52_res_vis.png,Canon9000-1,150
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\Canon9000-1\150\s4_53_res_vis.png,Canon9000-1,150
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\Canon9000-1\150\s4_54_res_vis.png,Canon9000-1,150
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\Canon9000-1\150\s4_55_res_vis.png,Canon9000-1,150
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\Canon9000-1\150\s4_56_res_vis.png,Canon9000-1,150
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\Canon9000-1\150\s4_57_res_vis.png,Canon9000-1,150
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\Canon9000-1\150\s4_58_res_vis.png,Canon9000-1,150
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\Canon9000-1\150\s4_59_res_vis.png,Canon9000-1,150
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\Canon9000-1\150\s4_5_res_vis.png,Canon9000-1,150
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\Canon9000-1\150\s4_60_res_vis.png,Canon9000-1,150
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\Canon9000-1\150\s4_61_res_vis.png,Canon9000-1,150
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\Canon9000-1\150\s4_62_res_vis.png,Canon9000-1,150
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\Canon9000-1\150\s4_63_res_vis.png,Canon9000-1,150
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\Canon9000-1\150\s4_64_res_vis.png,Canon9000-1,150
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\Canon9000-1\150\s4_65_res_vis.png,Canon9000-1,150
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\Canon9000-1\150\s4_66_res_vis.png,Canon9000-1,150
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\Canon9000-1\150\s4_67_res_vis.png,Canon9000-1,150
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\Canon9000-1\150\s4_68_res_vis.png,Canon9000-1,150
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\Canon9000-1\150\s4_69_res_vis.png,Canon9000-1,150
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\Canon9000-1\150\s4_6_res_vis.png,Canon9000-1,150
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\Canon9000-1\150\s4_70_res_vis.png,Canon9000-1,150
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\Canon9000-1\150\s4_71_res_vis.png,Canon9000-1,150
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\Canon9000-1\150\s4_72_res_vis.png,Canon9000-1,150
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\Canon9000-1\150\s4_73_res_vis.png,Canon9000-1,150
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\Canon9000-1\150\s4_74_res_vis.png,Canon9000-1,150
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\Canon9000-1\150\s4_75_res_vis.png,Canon9000-1,150
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\Canon9000-1\150\s4_76_res_vis.png,Canon9000-1,150
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\Canon9000-1\150\s4_77_res_vis.png,Canon9000-1,150
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\Canon9000-1\150\s4_78_res_vis.png,Canon9000-1,150
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\Canon9000-1\150\s4_79_res_vis.png,Canon9000-1,150
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\Canon9000-1\150\s4_7_res_vis.png,Canon9000-1,150
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\Canon9000-1\150\s4_80_res_vis.png,Canon9000-1,150
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\Canon9000-1\150\s4_81_res_vis.png,Canon9000-1,150
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\Canon9000-1\150\s4_82_res_vis.png,Canon9000-1,150
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\Canon9000-1\150\s4_83_res_vis.png,Canon9000-1,150
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\Canon9000-1\150\s4_84_res_vis.png,Canon9000-1,150
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\Canon9000-1\150\s4_85_res_vis.png,Canon9000-1,150
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\Canon9000-1\150\s4_86_res_vis.png,Canon9000-1,150
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\Canon9000-1\150\s4_87_res_vis.png,Canon9000-1,150
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\Canon9000-1\150\s4_88_res_vis.png,Canon9000-1,150
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\Canon9000-1\150\s4_89_res_vis.png,Canon9000-1,150
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\Canon9000-1\150\s4_8_res_vis.png,Canon9000-1,150
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\Canon9000-1\150\s4_90_res_vis.png,Canon9000-1,150
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\Canon9000-1\150\s4_91_res_vis.png,Canon9000-1,150
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\Canon9000-1\150\s4_92_res_vis.png,Canon9000-1,150
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\Canon9000-1\150\s4_93_res_vis.png,Canon9000-1,150
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\Canon9000-1\150\s4_94_res_vis.png,Canon9000-1,150
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\Canon9000-1\150\s4_95_res_vis.png,Canon9000-1,150
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\Canon9000-1\150\s4_96_res_vis.png,Canon9000-1,150
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\Canon9000-1\150\s4_97_res_vis.png,Canon9000-1,150
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\Canon9000-1\150\s4_98_res_vis.png,Canon9000-1,150
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\Canon9000-1\150\s4_99_res_vis.png,Canon9000-1,150
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\Canon9000-1\150\s4_9_res_vis.png,Canon9000-1,150
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\Canon9000-1\300\s4_100_res_vis.png,Canon9000-1,300
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\Canon9000-1\300\s4_10_res_vis.png,Canon9000-1,300
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\Canon9000-1\300\s4_11_res_vis.png,Canon9000-1,300
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\Canon9000-1\300\s4_12_res_vis.png,Canon9000-1,300
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\Canon9000-1\300\s4_13_res_vis.png,Canon9000-1,300
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\Canon9000-1\300\s4_14_res_vis.png,Canon9000-1,300
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\Canon9000-1\300\s4_15_res_vis.png,Canon9000-1,300
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\Canon9000-1\300\s4_16_res_vis.png,Canon9000-1,300
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\Canon9000-1\300\s4_17_res_vis.png,Canon9000-1,300
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\Canon9000-1\300\s4_18_res_vis.png,Canon9000-1,300
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\Canon9000-1\300\s4_19_res_vis.png,Canon9000-1,300
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\Canon9000-1\300\s4_1_res_vis.png,Canon9000-1,300
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\Canon9000-1\300\s4_20_res_vis.png,Canon9000-1,300
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\Canon9000-1\300\s4_21_res_vis.png,Canon9000-1,300
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\Canon9000-1\300\s4_22_res_vis.png,Canon9000-1,300
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\Canon9000-1\300\s4_23_res_vis.png,Canon9000-1,300
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\Canon9000-1\300\s4_24_res_vis.png,Canon9000-1,300
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\Canon9000-1\300\s4_25_res_vis.png,Canon9000-1,300
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\Canon9000-1\300\s4_26_res_vis.png,Canon9000-1,300
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\Canon9000-1\300\s4_27_res_vis.png,Canon9000-1,300
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\Canon9000-1\300\s4_28_res_vis.png,Canon9000-1,300
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\Canon9000-1\300\s4_29_res_vis.png,Canon9000-1,300
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\Canon9000-1\300\s4_2_res_vis.png,Canon9000-1,300
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\Canon9000-1\300\s4_30_res_vis.png,Canon9000-1,300
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\Canon9000-1\300\s4_31_res_vis.png,Canon9000-1,300
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\Canon9000-1\300\s4_32_res_vis.png,Canon9000-1,300
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\Canon9000-1\300\s4_33_res_vis.png,Canon9000-1,300
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\Canon9000-1\300\s4_34_res_vis.png,Canon9000-1,300
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\Canon9000-1\300\s4_35_res_vis.png,Canon9000-1,300
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\Canon9000-1\300\s4_36_res_vis.png,Canon9000-1,300
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\Canon9000-1\300\s4_37_res_vis.png,Canon9000-1,300
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\Canon9000-1\300\s4_38_res_vis.png,Canon9000-1,300
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\Canon9000-1\300\s4_39_res_vis.png,Canon9000-1,300
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\Canon9000-1\300\s4_3_res_vis.png,Canon9000-1,300
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\Canon9000-1\300\s4_40_res_vis.png,Canon9000-1,300
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\Canon9000-1\300\s4_41_res_vis.png,Canon9000-1,300
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\Canon9000-1\300\s4_42_res_vis.png,Canon9000-1,300
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\Canon9000-1\300\s4_43_res_vis.png,Canon9000-1,300
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\Canon9000-1\300\s4_44_res_vis.png,Canon9000-1,300
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\Canon9000-1\300\s4_45_res_vis.png,Canon9000-1,300
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\Canon9000-1\300\s4_46_res_vis.png,Canon9000-1,300
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\Canon9000-1\300\s4_47_res_vis.png,Canon9000-1,300
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\Canon9000-1\300\s4_48_res_vis.png,Canon9000-1,300
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\Canon9000-1\300\s4_49_res_vis.png,Canon9000-1,300
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\Canon9000-1\300\s4_4_res_vis.png,Canon9000-1,300
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\Canon9000-1\300\s4_50_res_vis.png,Canon9000-1,300
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\Canon9000-1\300\s4_51_res_vis.png,Canon9000-1,300
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\Canon9000-1\300\s4_52_res_vis.png,Canon9000-1,300
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\Canon9000-1\300\s4_53_res_vis.png,Canon9000-1,300
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\Canon9000-1\300\s4_54_res_vis.png,Canon9000-1,300
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\Canon9000-1\300\s4_55_res_vis.png,Canon9000-1,300
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\Canon9000-1\300\s4_56_res_vis.png,Canon9000-1,300
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\Canon9000-1\300\s4_57_res_vis.png,Canon9000-1,300
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\Canon9000-1\300\s4_58_res_vis.png,Canon9000-1,300
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\Canon9000-1\300\s4_59_res_vis.png,Canon9000-1,300
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\Canon9000-1\300\s4_5_res_vis.png,Canon9000-1,300
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\Canon9000-1\300\s4_60_res_vis.png,Canon9000-1,300
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\Canon9000-1\300\s4_61_res_vis.png,Canon9000-1,300
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\Canon9000-1\300\s4_62_res_vis.png,Canon9000-1,300
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\Canon9000-1\300\s4_63_res_vis.png,Canon9000-1,300
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\Canon9000-1\300\s4_64_res_vis.png,Canon9000-1,300
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\Canon9000-1\300\s4_65_res_vis.png,Canon9000-1,300
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\Canon9000-1\300\s4_66_res_vis.png,Canon9000-1,300
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\Canon9000-1\300\s4_67_res_vis.png,Canon9000-1,300
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\Canon9000-1\300\s4_68_res_vis.png,Canon9000-1,300
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\Canon9000-1\300\s4_69_res_vis.png,Canon9000-1,300
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\Canon9000-1\300\s4_6_res_vis.png,Canon9000-1,300
D:\Infosys_AI-Tracefinder\Data\Residuals_vis\Canon9000-1\300\s4_70_res_vis.png,Canon9000-1,300
